time	m_length	m_force	sc_extension	sc_force	hs_1_pCa	hs_1_length	hs_1_command_length	hs_1_slack_length	hs_1_a_length	hs_1_m_length	hs_1_force	hs_1_titin_force	hs_1_viscous_force	hs_1_extracellular_force	hs_1_a_pop_1	hs_1_a_pop_2	hs_1_m_pop_1	hs_1_m_pop_2	hs_1_m_pop_3	hs_1_m_pop_4	hs_1_c_pop_1	hs_1_c_pop_2	hs_1_c_pop_3
0.434	1100.000	7442.26	nan	nan	4.5	1100	1100	nan	1015.99	809.156	7442.26	4421.02	0	0	0.0113169	0.988683	0.195473	0.501715	0.292524	0.0102881	1	0	0
0.435	1100.000	8397.69	nan	nan	4.5	1100	1100	nan	1016.03	809.157	8397.69	4420.86	0	0	0.0195473	0.980453	0.198217	0.503429	0.28738	0.0109739	1	0	0
0.436	1100.000	8234.81	nan	nan	4.5	1100	1100	nan	1016.01	809.168	8234.81	4420.62	0	0	0.00823045	0.99177	0.188615	0.512003	0.290123	0.00925926	1	0	0
0.437	1100.000	7744.69	nan	nan	4.5	1100	1100	nan	1016	809.158	7744.69	4420.94	0	0	0.0246914	0.975309	0.192044	0.513032	0.285322	0.00960219	1	0	0
0.438	1100.000	8125.36	nan	nan	4.5	1100	1100	nan	1016.03	809.151	8125.36	4421.06	0	0	0.031893	0.968107	0.20096	0.502058	0.289095	0.00788752	1	0	0
0.439	1100.000	8321.47	nan	nan	4.5	1100	1100	nan	1016.01	809.168	8321.47	4420.6	0	0	0.0216049	0.978395	0.205761	0.490398	0.294239	0.00960219	1	0	0
0.44	1100.000	9311.2	nan	nan	4.5	1100	1100	nan	1016.03	809.192	9311.2	4419.87	0	0	0.0144033	0.985597	0.205761	0.489369	0.294239	0.010631	1	0	0
0.441	1100.000	9019.13	nan	nan	4.5	1100	1100	nan	1016.01	809.193	9019.13	4419.87	0	0	0.0144033	0.985597	0.206447	0.500686	0.283265	0.00960219	1	0	0
0.442	1100.000	7474.03	nan	nan	4.5	1100	1100	nan	1015.98	809.164	7474.03	4420.82	0	0	0.0185185	0.981481	0.197531	0.504458	0.290809	0.00720165	1	0	0
0.443	1100.000	7864.18	nan	nan	4.5	1100	1100	nan	1016	809.164	7864.18	4420.77	0	0	0.0123457	0.987654	0.199588	0.484225	0.308299	0.00788752	1	0	0
0.444	1100.000	8696.11	nan	nan	4.5	1100	1100	nan	1016.02	809.176	8696.11	4420.36	0	0	0.0102881	0.989712	0.198217	0.491427	0.302469	0.00788752	1	0	0
0.445	1100.000	8144.17	nan	nan	4.5	1100	1100	nan	1016	809.171	8144.17	4420.56	0	0	0.0102881	0.989712	0.196845	0.495542	0.300754	0.00685871	1	0	0
0.446	1100.000	8229.07	nan	nan	4.5	1100	1100	nan	1016	809.172	8229.07	4420.51	0	0	0.0185185	0.981481	0.203018	0.496571	0.290809	0.00960219	1	0	0
0.447	1100.000	8327.58	nan	nan	4.5	1100	1100	nan	1016.03	809.158	8327.58	4420.85	0	0	0.0154321	0.984568	0.196845	0.499657	0.296982	0.00651578	1	0	0
0.448	1100.000	9014.95	nan	nan	4.5	1100	1100	nan	1016.05	809.166	9014.95	4420.58	0	0	0.0195473	0.980453	0.20096	0.507202	0.284636	0.00720165	1	0	0
0.449	1100.000	9003.96	nan	nan	4.5	1100	1100	nan	1016.03	809.181	9003.96	4420.2	0	0	0.0123457	0.987654	0.196845	0.503772	0.288752	0.010631	1	0	0
0.45	1100.000	8431.88	nan	nan	4.5	1100	1100	nan	1016.02	809.164	8431.88	4420.7	0	0	0.0113169	0.988683	0.188615	0.50823	0.295953	0.00720165	1	0	0
0.451	1100.000	8049.22	nan	nan	4.5	1100	1100	nan	1016	809.169	8049.22	4420.61	0	0	0.00925926	0.990741	0.201646	0.503772	0.28738	0.00720165	1	0	0
0.452	1100.000	7691.66	nan	nan	4.5	1100	1100	nan	1016	809.153	7691.66	4421.06	0	0	0.0102881	0.989712	0.20096	0.501372	0.289781	0.00788752	1	0	0
0.453	1100.000	7963.22	nan	nan	4.5	1100	1100	nan	1015.99	809.175	7963.22	4420.46	0	0	0.0195473	0.980453	0.207133	0.497599	0.285665	0.00960219	1	0	0
0.454	1100.000	7757.09	nan	nan	4.5	1100	1100	nan	1015.99	809.168	7757.09	4420.67	0	0	0.0174897	0.98251	0.21262	0.492798	0.286694	0.00788752	1	0	0
0.455	1100.000	6834.98	nan	nan	4.5	1100	1100	nan	1015.96	809.155	6834.98	4421.13	0	0	0.0174897	0.98251	0.20439	0.502743	0.289438	0.00342936	1	0	0
0.456	1100.000	7811.48	nan	nan	4.5	1100	1100	nan	1015.98	809.173	7811.48	4420.54	0	0	0.0113169	0.988683	0.200274	0.493484	0.299726	0.00651578	1	0	0
0.457	1100.000	7824.82	nan	nan	4.5	1100	1100	nan	1016	809.164	7824.82	4420.78	0	0	0.0185185	0.981481	0.198217	0.502058	0.288409	0.0113169	1	0	0
0.458	1100.000	7935.72	nan	nan	4.5	1100	1100	nan	1015.98	809.181	7935.72	4420.32	0	0	0.0205761	0.979424	0.205761	0.501715	0.280521	0.0120027	1	0	0
0.459	1100.000	7628.67	nan	nan	4.5	1100	1100	nan	1015.98	809.171	7628.67	4420.61	0	0	0.0257202	0.97428	0.196845	0.504115	0.291838	0.00720165	1	0	0
0.46	1100.000	8172.77	nan	nan	4.5	1100	1100	nan	1016	809.169	8172.77	4420.59	0	0	0.0257202	0.97428	0.200274	0.499657	0.291495	0.00857339	1	0	0
0.461	1100.000	8157.13	nan	nan	4.5	1100	1100	nan	1015.98	809.187	8157.13	4420.14	0	0	0.0174897	0.98251	0.199588	0.497599	0.294925	0.00788752	1	0	0
0.462	1100.000	9008.65	nan	nan	4.5	1100	1100	nan	1016.03	809.179	9008.65	4420.23	0	0	0.0195473	0.980453	0.203704	0.49177	0.292867	0.0116598	1	0	0
0.463	1100.000	8095.45	nan	nan	4.5	1100	1100	nan	1016.01	809.165	8095.45	4420.72	0	0	0.0216049	0.978395	0.198217	0.503429	0.291838	0.00651578	1	0	0
0.464	1100.000	7907.62	nan	nan	4.5	1100	1100	nan	1016	809.161	7907.62	4420.83	0	0	0.0216049	0.978395	0.196159	0.51166	0.284636	0.00754458	1	0	0
0.465	1100.000	7868.04	nan	nan	4.5	1100	1100	nan	1015.97	809.182	7868.04	4420.32	0	0	0.0195473	0.980453	0.197531	0.514746	0.280521	0.00720165	1	0	0
0.466	1100.000	8647.34	nan	nan	4.5	1100	1100	nan	1016.02	809.175	8647.34	4420.38	0	0	0.0144033	0.985597	0.206447	0.501372	0.283265	0.00891632	1	0	0
0.467	1100.000	8469.51	nan	nan	4.5	1100	1100	nan	1016.02	809.172	8469.51	4420.49	0	0	0.0164609	0.983539	0.207819	0.499314	0.284636	0.00823045	1	0	0
0.468	1100.000	8770.34	nan	nan	4.5	1100	1100	nan	1016.01	809.185	8770.34	4420.11	0	0	0.0174897	0.98251	0.216049	0.493141	0.279835	0.0109739	1	0	0
0.469	1100.000	8140.53	nan	nan	4.5	1100	1100	nan	1016	809.173	8140.53	4420.49	0	0	0.0154321	0.984568	0.218793	0.478738	0.291838	0.010631	1	0	0
0.47	1100.000	7373.92	nan	nan	4.5	1100	1100	nan	1015.98	809.162	7373.92	4420.87	0	0	0.0195473	0.980453	0.224966	0.479081	0.290466	0.00548697	1	0	0
0.471	1100.000	8292.72	nan	nan	4.5	1100	1100	nan	1016.01	809.17	8292.72	4420.57	0	0	0.0133745	0.986626	0.229081	0.479767	0.283265	0.00788752	1	0	0
0.472	1100.000	7792.83	nan	nan	4.5	1100	1100	nan	1015.98	809.173	7792.83	4420.56	0	0	0.0133745	0.986626	0.219479	0.486283	0.285322	0.00891632	1	0	0
0.473	1100.000	8347.72	nan	nan	4.5	1100	1100	nan	1016.02	809.166	8347.72	4420.66	0	0	0.0174897	0.98251	0.220165	0.489712	0.282922	0.00720165	1	0	0
0.474	1100.000	9107.48	nan	nan	4.5	1100	1100	nan	1016.03	809.18	9107.48	4420.19	0	0	0.0113169	0.988683	0.22428	0.491427	0.274005	0.0102881	1	0	0
0.475	1100.000	7505.02	nan	nan	4.5	1100	1100	nan	1015.99	809.155	7505.02	4421.05	0	0	0.0174897	0.98251	0.207133	0.502058	0.285665	0.00514403	1	0	0
0.476	1100.000	7758.71	nan	nan	4.5	1100	1100	nan	1016	809.159	7758.71	4420.91	0	0	0.0133745	0.986626	0.203018	0.496914	0.292867	0.00720165	1	0	0
0.477	1100.000	7913.31	nan	nan	4.5	1100	1100	nan	1015.99	809.171	7913.31	4420.58	0	0	0.0154321	0.984568	0.196845	0.503429	0.289781	0.00994513	1	0	0
0.478	1100.000	7280.49	nan	nan	4.5	1100	1100	nan	1015.97	809.164	7280.49	4420.85	0	0	0.0216049	0.978395	0.194787	0.513032	0.283608	0.00857339	1	0	0
0.479	1100.000	7827.64	nan	nan	4.5	1100	1100	nan	1015.99	809.165	7827.64	4420.76	0	0	0.0154321	0.984568	0.194102	0.516804	0.278464	0.010631	1	0	0
0.48	1100.000	7020.08	nan	nan	4.5	1100	1100	nan	1015.97	809.158	7020.08	4421.03	0	0	0.0113169	0.988683	0.191358	0.513717	0.288066	0.00685871	1	0	0
0.481	1100.000	8164.99	nan	nan	4.5	1100	1100	nan	1016.01	809.166	8164.99	4420.67	0	0	0.0164609	0.983539	0.185871	0.509945	0.294582	0.00960219	1	0	0
0.482	1100.000	8635.08	nan	nan	4.5	1100	1100	nan	1016.01	809.185	8635.08	4420.13	0	0	0.00925926	0.990741	0.194102	0.49177	0.303498	0.010631	1	0	0
0.483	1100.000	8635.52	nan	nan	4.5	1100	1100	nan	1016.02	809.177	8635.52	4420.34	0	0	0.0174897	0.98251	0.189986	0.509602	0.292181	0.00823045	1	0	0
0.484	1100.000	8854.7	nan	nan	4.5	1100	1100	nan	1016.04	809.169	8854.7	4420.51	0	0	0.00823045	0.99177	0.194787	0.497257	0.297325	0.010631	1	0	0
0.485	1100.000	8701.35	nan	nan	4.5	1100	1100	nan	1016.04	809.161	8701.35	4420.73	0	0	0.0164609	0.983539	0.198217	0.506859	0.284294	0.010631	1	0	0
0.486	1100.000	9040.62	nan	nan	4.5	1100	1100	nan	1016.02	809.186	9040.62	4420.05	0	0	0.0185185	0.981481	0.20439	0.495885	0.289095	0.010631	1	0	0
0.487	1100.000	8856.73	nan	nan	4.5	1100	1100	nan	1016.01	809.191	8856.73	4419.94	0	0	0.0205761	0.979424	0.202332	0.514746	0.272977	0.00994513	1	0	0
0.488	1100.000	7749.69	nan	nan	4.5	1100	1100	nan	1015.98	809.169	7749.69	4420.65	0	0	0.0195473	0.980453	0.20096	0.507545	0.283608	0.00788752	1	0	0
0.489	1100.000	8036.09	nan	nan	4.5	1100	1100	nan	1016.01	809.163	8036.09	4420.77	0	0	0.0154321	0.984568	0.200274	0.513032	0.278807	0.00788752	1	0	0
0.49	1100.000	7608.31	nan	nan	4.5	1100	1100	nan	1015.98	809.171	7608.31	4420.63	0	0	0.0185185	0.981481	0.208505	0.500343	0.282922	0.00823045	1	0	0
0.491	1100.000	6940.85	nan	nan	4.5	1100	1100	nan	1015.97	809.152	6940.85	4421.19	0	0	0.0154321	0.984568	0.207133	0.493484	0.291495	0.00788752	1	0	0
0.492	1100.000	7427.56	nan	nan	4.5	1100	1100	nan	1015.99	809.155	7427.56	4421.04	0	0	0.0195473	0.980453	0.205075	0.486626	0.30144	0.00685871	1	0	0
0.493	1100.000	7797.55	nan	nan	4.5	1100	1100	nan	1016.01	809.151	7797.55	4421.1	0	0	0.0185185	0.981481	0.203018	0.48594	0.303498	0.00754458	1	0	0
0.494	1100.000	8330.71	nan	nan	4.5	1100	1100	nan	1016.03	809.157	8330.71	4420.89	0	0	0.00925926	0.990741	0.213306	0.491084	0.289438	0.00617284	1	0	0
0.495	1100.000	9475.04	nan	nan	4.5	1100	1100	nan	1016.05	809.184	9475.04	4420.04	0	0	0.00720165	0.992798	0.209191	0.489369	0.292181	0.00925926	1	0	0
0.496	1100.000	9960.01	nan	nan	4.5	1100	1100	nan	1016.06	809.19	9960.01	4419.83	0	0	0.00823045	0.99177	0.203018	0.509259	0.277435	0.0102881	1	0	0
0.497	1100.000	9633.3	nan	nan	4.5	1100	1100	nan	1016.07	809.168	9633.3	4420.43	0	0	0.0144033	0.985597	0.206447	0.507888	0.277435	0.00823045	1	0	0
0.498	1100.000	8435.25	nan	nan	4.5	1100	1100	nan	1016.02	809.167	8435.25	4420.63	0	0	0.0102881	0.989712	0.20439	0.498971	0.28738	0.00925926	1	0	0
0.499	1100.000	8209.29	nan	nan	4.5	1100	1100	nan	1016.02	809.16	8209.29	4420.81	0	0	0.0144033	0.985597	0.201646	0.509945	0.280521	0.00788752	1	0	0
0.5	1100.000	8211.31	nan	nan	4.5	1100	1100	nan	1016.01	809.167	8211.31	4420.64	0	0	0.0123457	0.987654	0.206447	0.49177	0.291838	0.00994513	1	0	0
0.501	1100.000	6973.91	nan	nan	4.5	1100	1100	nan	1015.98	809.145	6973.91	4421.37	0	0	0.0185185	0.981481	0.198903	0.503429	0.291152	0.00651578	1	0	0
0.502	1100.000	7411.97	nan	nan	4.5	1100	1100	nan	1016	809.146	7411.97	4421.29	0	0	0.0144033	0.985597	0.200274	0.512003	0.277778	0.00994513	1	0	0
0.503	1100.000	7683.39	nan	nan	4.5	1100	1100	nan	1015.99	809.165	7683.39	4420.77	0	0	0.0123457	0.987654	0.209191	0.504801	0.275034	0.0109739	1	0	0
0.504	1100.000	7575.77	nan	nan	4.5	1100	1100	nan	1015.98	809.169	7575.77	4420.68	0	0	0.0174897	0.98251	0.210562	0.489712	0.289781	0.00994513	1	0	0
0.505	1100.000	6468.26	nan	nan	4.5	1100	1100	nan	1015.96	809.142	6468.26	4421.52	0	0	0.0164609	0.983539	0.211248	0.492455	0.291495	0.0048011	1	0	0
0.506	1100.000	7459.08	nan	nan	4.5	1100	1100	nan	1015.99	809.157	7459.08	4421	0	0	0.0102881	0.989712	0.205075	0.496571	0.287723	0.010631	1	0	0
0.507	1100.000	7854.35	nan	nan	4.5	1100	1100	nan	1016	809.162	7854.35	4420.83	0	0	0.0113169	0.988683	0.209877	0.496228	0.287037	0.00685871	1	0	0
0.508	1100.000	9511.56	nan	nan	4.5	1100	1100	nan	1016.05	809.181	9511.56	4420.12	0	0	0.0195473	0.980453	0.205761	0.50583	0.279835	0.00857339	1	0	0
0.509	1100.000	8143.95	nan	nan	4.5	1100	1100	nan	1016.01	809.164	8143.95	4420.72	0	0	0.0144033	0.985597	0.209877	0.49177	0.290809	0.00754458	1	0	0
0.51	1100.000	7380.5	nan	nan	4.5	1100	1100	nan	1015.99	809.149	7380.5	4421.22	0	0	0.0164609	0.983539	0.20439	0.505487	0.282579	0.00754458	1	0	0
0.511	1100.000	7248.84	nan	nan	4.5	1100	1100	nan	1015.99	809.144	7248.84	4421.35	0	0	0.0164609	0.983539	0.211934	0.495542	0.284979	0.00754458	1	0	0
0.512	1100.000	6603.47	nan	nan	4.5	1100	1100	nan	1015.97	809.142	6603.47	4421.5	0	0	0.0144033	0.985597	0.22085	0.494856	0.276406	0.00788752	1	0	0
0.513	1100.000	7213.5	nan	nan	4.5	1100	1100	nan	1015.98	809.152	7213.5	4421.16	0	0	0.0123457	0.987654	0.224966	0.479424	0.287037	0.00857339	1	0	0
0.514	1100.000	7419.92	nan	nan	4.5	1100	1100	nan	1015.98	809.163	7419.92	4420.86	0	0	0.0226337	0.977366	0.226337	0.473251	0.290809	0.00960219	1	0	0
0.515	1100.000	7179.29	nan	nan	4.5	1100	1100	nan	1015.97	809.157	7179.29	4421.04	0	0	0.0185185	0.981481	0.22085	0.49417	0.277778	0.00720165	1	0	0
0.516	1100.000	7383.53	nan	nan	4.5	1100	1100	nan	1015.98	809.162	7383.53	4420.88	0	0	0.0257202	0.97428	0.236626	0.477023	0.27915	0.00720165	1	0	0
0.517	1100.000	8228.78	nan	nan	4.5	1100	1100	nan	1016.01	809.166	8228.78	4420.67	0	0	0.0185185	0.981481	0.22428	0.490055	0.274348	0.0113169	1	0	0
0.518	1100.000	7927.88	nan	nan	4.5	1100	1100	nan	1016	809.165	7927.88	4420.72	0	0	0.0174897	0.98251	0.213306	0.495199	0.283951	0.00754458	1	0	0
0.519	1100.000	8686.63	nan	nan	4.5	1100	1100	nan	1016.01	809.181	8686.63	4420.23	0	0	0.0123457	0.987654	0.227709	0.478052	0.28155	0.0126886	1	0	0
0.52	1100.000	7998.87	nan	nan	4.5	1100	1100	nan	1015.99	809.171	7998.87	4420.57	0	0	0.0216049	0.978395	0.213992	0.501715	0.277092	0.00720165	1	0	0
0.521	1100.000	8231.64	nan	nan	4.5	1100	1100	nan	1016	809.178	8231.64	4420.37	0	0	0.0154321	0.984568	0.217421	0.499314	0.274348	0.00891632	1	0	0
0.522	1100.000	8517.08	nan	nan	4.5	1100	1100	nan	1016.01	809.175	8517.08	4420.39	0	0	0.0144033	0.985597	0.220165	0.493827	0.278121	0.00788752	1	0	0
0.523	1100.000	8285.61	nan	nan	4.5	1100	1100	nan	1016.02	809.162	8285.61	4420.75	0	0	0.0133745	0.986626	0.221536	0.489369	0.280521	0.00857339	1	0	0
0.524	1100.000	8021.75	nan	nan	4.5	1100	1100	nan	1016	809.169	8021.75	4420.61	0	0	0.0123457	0.987654	0.227709	0.479424	0.283608	0.00925926	1	0	0
0.525	1100.000	8210.79	nan	nan	4.5	1100	1100	nan	1016	809.173	8210.79	4420.49	0	0	0.0113169	0.988683	0.220165	0.491427	0.280178	0.00823045	1	0	0
0.526	1100.000	9059.18	nan	nan	4.5	1100	1100	nan	1016.03	809.184	9059.18	4420.11	0	0	0.0185185	0.981481	0.211248	0.495199	0.284636	0.00891632	1	0	0
0.527	1100.000	8517.12	nan	nan	4.5	1100	1100	nan	1016.03	809.164	8517.12	4420.69	0	0	0.0164609	0.983539	0.205761	0.497257	0.287723	0.00925926	1	0	0
0.528	1100.000	8145.82	nan	nan	4.5	1100	1100	nan	1016	809.171	8145.82	4420.55	0	0	0.0226337	0.977366	0.200274	0.499657	0.293896	0.00617284	1	0	0
0.529	1100.000	7897.82	nan	nan	4.5	1100	1100	nan	1015.99	809.17	7897.82	4420.61	0	0	0.0154321	0.984568	0.199588	0.500343	0.29561	0.00445816	1	0	0
0.53	1100.000	8752.99	nan	nan	4.5	1100	1100	nan	1016.02	809.176	8752.99	4420.33	0	0	0.0133745	0.986626	0.207819	0.497942	0.283951	0.0102881	1	0	0
0.531	1100.000	8094.41	nan	nan	4.5	1100	1100	nan	1016.01	809.161	8094.41	4420.82	0	0	0.0205761	0.979424	0.213992	0.493484	0.286694	0.0058299	1	0	0
0.532	1100.000	9058.76	nan	nan	4.5	1100	1100	nan	1016.03	809.185	9058.76	4420.08	0	0	0.0102881	0.989712	0.215364	0.489026	0.285322	0.0102881	1	0	0
0.533	1100.000	9174.95	nan	nan	4.5	1100	1100	nan	1016.03	809.183	9174.95	4420.1	0	0	0.00925926	0.990741	0.211248	0.5	0.280178	0.00857339	1	0	0
0.534	1100.000	10340.9	nan	nan	4.5	1100	1100	nan	1016.08	809.19	10340.9	4419.78	0	0	0.0195473	0.980453	0.209191	0.501372	0.275034	0.0144033	1	0	0
0.535	1100.000	9109.08	nan	nan	4.5	1100	1100	nan	1016.04	809.176	9109.08	4420.3	0	0	0.0113169	0.988683	0.211248	0.502058	0.278121	0.00857339	1	0	0
0.536	1100.000	8171.02	nan	nan	4.5	1100	1100	nan	1016.01	809.168	8171.02	4420.61	0	0	0.0154321	0.984568	0.214678	0.495885	0.281893	0.00754458	1	0	0
0.537	1100.000	8711.59	nan	nan	4.5	1100	1100	nan	1016.04	809.164	8711.59	4420.65	0	0	0.0185185	0.981481	0.213306	0.497599	0.281893	0.00720165	1	0	0
0.538	1100.000	9080.88	nan	nan	4.5	1100	1100	nan	1016.04	809.174	9080.88	4420.35	0	0	0.0102881	0.989712	0.214678	0.48594	0.291495	0.00788752	1	0	0
0.539	1100.000	8781.02	nan	nan	4.5	1100	1100	nan	1016.02	809.177	8781.02	4420.33	0	0	0.0144033	0.985597	0.210562	0.49417	0.285665	0.00960219	1	0	0
0.54	1100.000	7716.13	nan	nan	4.5	1100	1100	nan	1015.99	809.163	7716.13	4420.81	0	0	0.0144033	0.985597	0.209877	0.491084	0.292867	0.00617284	1	0	0
0.541	1100.000	8018.8	nan	nan	4.5	1100	1100	nan	1016	809.166	8018.8	4420.69	0	0	0.0185185	0.981481	0.213992	0.495542	0.281207	0.00925926	1	0	0
0.542	1100.000	6714.63	nan	nan	4.5	1100	1100	nan	1015.96	809.154	6714.63	4421.16	0	0	0.0144033	0.985597	0.224966	0.496571	0.271605	0.00685871	1	0	0
0.543	1100.000	7777.88	nan	nan	4.5	1100	1100	nan	1015.99	809.167	7777.88	4420.71	0	0	0.0164609	0.983539	0.223594	0.49177	0.274348	0.0102881	1	0	0
0.544	1100.000	6853.47	nan	nan	4.5	1100	1100	nan	1015.96	809.156	6853.47	4421.11	0	0	0.0195473	0.980453	0.229081	0.489026	0.272977	0.00891632	1	0	0
0.545	1100.000	6719.51	nan	nan	4.5	1100	1100	nan	1015.96	809.148	6719.51	4421.33	0	0	0.0174897	0.98251	0.222908	0.495542	0.271948	0.00960219	1	0	0
0.546	1100.000	6824.49	nan	nan	4.5	1100	1100	nan	1015.96	809.156	6824.49	4421.11	0	0	0.0205761	0.979424	0.222908	0.482853	0.286694	0.00754458	1	0	0
0.547	1100.000	7605.93	nan	nan	4.5	1100	1100	nan	1016	809.15	7605.93	4421.16	0	0	0.0205761	0.979424	0.227023	0.479081	0.285322	0.00857339	1	0	0
0.548	1100.000	7454.63	nan	nan	4.5	1100	1100	nan	1015.99	809.154	7454.63	4421.07	0	0	0.0154321	0.984568	0.225652	0.487654	0.278464	0.00823045	1	0	0
0.549	1100.000	7491.56	nan	nan	4.5	1100	1100	nan	1016	809.151	7491.56	4421.14	0	0	0.0164609	0.983539	0.221536	0.483196	0.28738	0.00788752	1	0	0
0.55	1100.000	6865.52	nan	nan	4.5	1100	1100	nan	1015.98	809.144	6865.52	4421.4	0	0	0.0185185	0.981481	0.21262	0.494856	0.285665	0.00685871	1	0	0
0.551	1100.000	6602.5	nan	nan	4.5	1100	1100	nan	1015.95	809.152	6602.5	4421.23	0	0	0.026749	0.973251	0.21262	0.497599	0.28155	0.00823045	1	0	0
0.552	1100.000	7037.6	nan	nan	4.5	1100	1100	nan	1015.97	809.151	7037.6	4421.2	0	0	0.0236626	0.976337	0.214678	0.486968	0.290809	0.00754458	1	0	0
0.553	1100.000	5894.21	nan	nan	4.5	1100	1100	nan	1015.95	809.124	5894.21	4422.03	0	0	0.0113169	0.988683	0.222908	0.482853	0.288409	0.0058299	1	0	0
0.554	1100.000	6489.1	nan	nan	4.5	1100	1100	nan	1015.95	809.149	6489.1	4421.33	0	0	0.00925926	0.990741	0.216735	0.492798	0.284636	0.0058299	1	0	0
0.555	1100.000	7883.92	nan	nan	4.5	1100	1100	nan	1015.99	809.171	7883.92	4420.58	0	0	0.0113169	0.988683	0.213992	0.486968	0.290466	0.00857339	1	0	0
0.556	1100.000	7639.48	nan	nan	4.5	1100	1100	nan	1015.99	809.164	7639.48	4420.79	0	0	0.0113169	0.988683	0.203704	0.507545	0.280864	0.00788752	1	0	0
0.557	1100.000	6532.03	nan	nan	4.5	1100	1100	nan	1015.96	809.144	6532.03	4421.44	0	0	0.0154321	0.984568	0.211934	0.489712	0.292181	0.00617284	1	0	0
0.558	1100.000	7876.5	nan	nan	4.5	1100	1100	nan	1016	809.165	7876.5	4420.74	0	0	0.0216049	0.978395	0.218793	0.478395	0.293896	0.00891632	1	0	0
0.559	1100.000	7884.5	nan	nan	4.5	1100	1100	nan	1015.98	809.178	7884.5	4420.4	0	0	0.0123457	0.987654	0.218107	0.483539	0.291495	0.00685871	1	0	0
0.56	1100.000	7777.75	nan	nan	4.5	1100	1100	nan	1015.99	809.167	7777.75	4420.71	0	0	0.0216049	0.978395	0.22085	0.482853	0.287037	0.00925926	1	0	0
0.561	1100.000	6753.03	nan	nan	4.5	1100	1100	nan	1015.96	809.15	6753.03	4421.26	0	0	0.00720165	0.992798	0.218793	0.494513	0.279492	0.00720165	1	0	0
0.562	1100.000	7269.65	nan	nan	4.5	1100	1100	nan	1015.99	809.149	7269.65	4421.23	0	0	0.0144033	0.985597	0.213992	0.501372	0.278121	0.00651578	1	0	0
0.563	1100.000	6708.07	nan	nan	4.5	1100	1100	nan	1015.98	809.136	6708.07	4421.62	0	0	0.0236626	0.976337	0.211934	0.505144	0.277435	0.00548697	1	0	0
0.564	1100.000	8220.16	nan	nan	4.5	1100	1100	nan	1016.02	809.156	8220.16	4420.92	0	0	0.0195473	0.980453	0.206447	0.510974	0.271262	0.0113169	1	0	0
0.565	1100.000	8519.6	nan	nan	4.5	1100	1100	nan	1016.02	809.172	8519.6	4420.48	0	0	0.0154321	0.984568	0.211934	0.498971	0.279835	0.00925926	1	0	0
0.566	1100.000	8773.7	nan	nan	4.5	1100	1100	nan	1016.03	809.168	8773.7	4420.54	0	0	0.0113169	0.988683	0.21262	0.497942	0.279492	0.00994513	1	0	0
0.567	1100.000	7882.22	nan	nan	4.5	1100	1100	nan	1016.01	809.151	7882.22	4421.11	0	0	0.0154321	0.984568	0.207819	0.504115	0.280864	0.00720165	1	0	0
0.568	1100.000	7940.63	nan	nan	4.5	1100	1100	nan	1016.02	809.147	7940.63	4421.19	0	0	0.0154321	0.984568	0.207133	0.498628	0.28738	0.00685871	1	0	0
0.569	1100.000	8453.54	nan	nan	4.5	1100	1100	nan	1016.03	809.163	8453.54	4420.72	0	0	0.0195473	0.980453	0.196159	0.513032	0.283265	0.00754458	1	0	0
0.57	1100.000	7923.51	nan	nan	4.5	1100	1100	nan	1016.01	809.157	7923.51	4420.94	0	0	0.0123457	0.987654	0.195473	0.507888	0.289438	0.00720165	1	0	0
0.571	1100.000	7487.09	nan	nan	4.5	1100	1100	nan	1015.99	809.156	7487.09	4421.02	0	0	0.0133745	0.986626	0.19273	0.498628	0.302126	0.00651578	1	0	0
0.572	1100.000	6867.4	nan	nan	4.5	1100	1100	nan	1015.97	809.152	6867.4	4421.2	0	0	0.0195473	0.980453	0.201646	0.497257	0.293553	0.00754458	1	0	0
0.573	1100.000	6955	nan	nan	4.5	1100	1100	nan	1015.97	809.152	6955	4421.18	0	0	0.0195473	0.980453	0.203704	0.495885	0.291495	0.00891632	1	0	0
0.574	1100.000	5813.53	nan	nan	4.5	1100	1100	nan	1015.93	809.143	5813.53	4421.56	0	0	0.0195473	0.980453	0.20439	0.498971	0.290809	0.0058299	1	0	0
0.575	1100.000	6497.75	nan	nan	4.5	1100	1100	nan	1015.95	809.153	6497.75	4421.23	0	0	0.0144033	0.985597	0.207133	0.494513	0.291152	0.00720165	1	0	0
0.576	1100.000	6454.18	nan	nan	4.5	1100	1100	nan	1015.94	809.153	6454.18	4421.23	0	0	0.0123457	0.987654	0.200274	0.493827	0.296639	0.00925926	1	0	0
0.577	1100.000	6580.52	nan	nan	4.5	1100	1100	nan	1015.94	809.16	6580.52	4421.05	0	0	0.0185185	0.981481	0.205761	0.502401	0.280521	0.0113169	1	0	0
0.578	1100.000	6375.32	nan	nan	4.5	1100	1100	nan	1015.95	809.146	6375.32	4421.41	0	0	0.0185185	0.981481	0.201646	0.502743	0.285322	0.0102881	1	0	0
0.579	1100.000	6346.56	nan	nan	4.5	1100	1100	nan	1015.95	809.145	6346.56	4421.45	0	0	0.0174897	0.98251	0.21262	0.496914	0.282579	0.00788752	1	0	0
0.58	1100.000	5884.12	nan	nan	4.5	1100	1100	nan	1015.94	809.134	5884.12	4421.8	0	0	0.0144033	0.985597	0.205075	0.498628	0.289438	0.00685871	1	0	0
